Human ID,Mouse ID
ENSG00000177888,ENSMUSG00000058729
ENSG00000160472,ENSMUSG00000048040
ENSG00000206113,ENSMUSG00000059460
ENSG00000145247,ENSMUSG00000094182
ENSG00000060138,ENSMUSG00000030641
ENSG00000131779,ENSMUSG00000017003
ENSG00000107372,ENSMUSG00000031853
ENSG00000204524,ENSMUSG00000040283
ENSG00000103942,ENSMUSG00000091215
ENSG00000136699,ENSMUSG00000003934
ENSG00000160360,ENSMUSG00000031212
ENSG00000178750,ENSMUSG00000032370
ENSG00000155011,ENSMUSG00000034349
ENSG00000164221,ENSMUSG00000018750
ENSG00000135968,ENSMUSG00000021999
ENSG00000226288,ENSMUSG00000059070
ENSG00000177885,ENSMUSG00000071494
ENSG00000197888,ENSMUSG00000054728
ENSG00000154258,ENSMUSG00000095976
ENSG00000130150,ENSMUSG00000058498
ENSG00000204256,ENSMUSG00000068808
ENSG00000171522,ENSMUSG00000001419
ENSG00000160050,ENSMUSG00000041842
ENSG00000087111,ENSMUSG00000021928
ENSG00000103489,ENSMUSG00000028334
ENSG00000132361,ENSMUSG00000040209
ENSG00000198520,ENSMUSG00000002205
ENSG00000109047,ENSMUSG00000037379
ENSG00000155269,ENSMUSG00000028672
ENSG00000142544,ENSMUSG00000034035
ENSG00000167670,ENSMUSG00000074579
ENSG00000117481,ENSMUSG00000047259
ENSG00000254901,ENSMUSG00000045629
ENSG00000103194,ENSMUSG00000043895
ENSG00000105610,ENSMUSG00000047804
ENSG00000153975,ENSMUSG00000030265
ENSG00000177707,ENSMUSG00000025436
ENSG00000174840,ENSMUSG00000046722
ENSG00000109832,ENSMUSG00000038259
ENSG00000206560,ENSMUSG00000094876
ENSG00000111581,ENSMUSG00000070732
ENSG00000134490,ENSMUSG00000019865
ENSG00000278129,ENSMUSG00000040714
ENSG00000178764,ENSMUSG00000068749
ENSG00000147050,ENSMUSG00000037246
ENSG00000141469,ENSMUSG00000074001
ENSG00000221909,ENSMUSG00000022864
ENSG00000138964,ENSMUSG00000030142
ENSG00000186924,ENSMUSG00000015312
ENSG00000165891,ENSMUSG00000010136
ENSG00000132517,ENSMUSG00000049866
ENSG00000198944,ENSMUSG00000044328
ENSG00000157601,ENSMUSG00000019731
ENSG00000136010,ENSMUSG00000054994
ENSG00000108384,ENSMUSG00000061039
ENSG00000007306,ENSMUSG00000031627
ENSG00000136040,ENSMUSG00000015217
ENSG00000156427,ENSMUSG00000078261
ENSG00000205250,ENSMUSG00000041836
ENSG00000292366,ENSMUSG00000068617
ENSG00000163466,ENSMUSG00000037174
ENSG00000179097,ENSMUSG00000042286
ENSG00000134769,ENSMUSG00000047295
ENSG00000115866,ENSMUSG00000070504
ENSG00000138075,ENSMUSG00000015355
ENSG00000154856,ENSMUSG00000040183
ENSG00000112245,ENSMUSG00000090059
ENSG00000100911,ENSMUSG00000028232
ENSG00000178279,ENSMUSG00000008958
ENSG00000185674,ENSMUSG00000029433
ENSG00000214736,ENSMUSG00000027104
ENSG00000142606,ENSMUSG00000091055
ENSG00000033050,ENSMUSG00000037621
ENSG00000119938,ENSMUSG00000030101
ENSG00000269964,ENSMUSG00000032018
ENSG00000109775,ENSMUSG00000026389
ENSG00000225526,ENSMUSG00000058126
ENSG00000139154,ENSMUSG00000017715
ENSG00000139233,ENSMUSG00000091996
ENSG00000185122,ENSMUSG00000059343
ENSG00000256771,ENSMUSG00000020397
ENSG00000151812,ENSMUSG00000020455
ENSG00000137807,ENSMUSG00000029380
ENSG00000258890,ENSMUSG00000035296
ENSG00000167618,ENSMUSG00000022174
ENSG00000147164,ENSMUSG00000027663
ENSG00000076043,ENSMUSG00000050079
ENSG00000089169,ENSMUSG00000068008
ENSG00000133997,ENSMUSG00000013083
ENSG00000131808,ENSMUSG00000044092
ENSG00000005421,ENSMUSG00000041037
ENSG00000095951,ENSMUSG00000026563
ENSG00000078369,ENSMUSG00000022715
ENSG00000103932,ENSMUSG00000026177
ENSG00000186895,ENSMUSG00000001924
ENSG00000086288,ENSMUSG00000037860
ENSG00000142484,ENSMUSG00000020325
ENSG00000179172,ENSMUSG00000080891
ENSG00000186326,ENSMUSG00000057286
ENSG00000166886,ENSMUSG00000056569
ENSG00000140521,ENSMUSG00000028653
ENSG00000197381,ENSMUSG00000037346
ENSG00000185163,ENSMUSG00000067616
ENSG00000214511,ENSMUSG00000031835
ENSG00000213397,ENSMUSG00000020803
ENSG00000010610,ENSMUSG00000004934
ENSG00000159214,ENSMUSG00000038644
ENSG00000136051,ENSMUSG00000032570
ENSG00000226685,ENSMUSG00000052760
ENSG00000113231,ENSMUSG00000079156
ENSG00000162613,ENSMUSG00000090346
ENSG00000040933,ENSMUSG00000030417
ENSG00000162373,ENSMUSG00000073413
ENSG00000092036,ENSMUSG00000021609
ENSG00000160683,ENSMUSG00000024911
ENSG00000253117,ENSMUSG00000009376
ENSG00000102837,ENSMUSG00000052942
ENSG00000177054,ENSMUSG00000057240
ENSG00000108828,ENSMUSG00000023829
ENSG00000163793,ENSMUSG00000063176
ENSG00000186075,ENSMUSG00000038676
ENSG00000106785,ENSMUSG00000020583
ENSG00000140367,ENSMUSG00000067438
ENSG00000143322,ENSMUSG00000042063
ENSG00000197172,ENSMUSG00000051354
ENSG00000183580,ENSMUSG00000094757
ENSG00000112378,ENSMUSG00000025266
ENSG00000179168,ENSMUSG00000032116
ENSG00000205177,ENSMUSG00000023982
ENSG00000060688,ENSMUSG00000024837
ENSG00000106392,ENSMUSG00000067995
ENSG00000113504,ENSMUSG00000050854
ENSG00000072274,ENSMUSG00000058881
ENSG00000162621,ENSMUSG00000051497
ENSG00000258436,ENSMUSG00000023039
ENSG00000206077,ENSMUSG00000050368
ENSG00000068697,ENSMUSG00000095187
ENSG00000186562,ENSMUSG00000040424
ENSG00000064692,ENSMUSG00000058392
ENSG00000130940,ENSMUSG00000026643
ENSG00000240303,ENSMUSG00000075600
ENSG00000119596,ENSMUSG00000034120
ENSG00000182199,ENSMUSG00000064307
ENSG00000126464,ENSMUSG00000020326
ENSG00000184381,ENSMUSG00000053128
ENSG00000131126,ENSMUSG00000025255
ENSG00000185347,ENSMUSG00000034724
ENSG00000104320,ENSMUSG00000037111
ENSG00000104894,ENSMUSG00000089789
ENSG00000187079,ENSMUSG00000073997
ENSG00000213886,ENSMUSG00000021572
ENSG00000162923,ENSMUSG00000019978
ENSG00000136982,ENSMUSG00000040170
ENSG00000167792,ENSMUSG00000023995
ENSG00000161955,ENSMUSG00000054582
ENSG00000088727,ENSMUSG00000031226
ENSG00000104731,ENSMUSG00000006395
ENSG00000104714,ENSMUSG00000023882
ENSG00000227234,ENSMUSG00000021546
ENSG00000174574,ENSMUSG00000037824
ENSG00000120693,ENSMUSG00000040225
ENSG00000117601,ENSMUSG00000040972
ENSG00000158014,ENSMUSG00000027247
ENSG00000111802,ENSMUSG00000045896
ENSG00000234127,ENSMUSG00000070520
ENSG00000138131,ENSMUSG00000108695
ENSG00000141161,ENSMUSG00000011118
ENSG00000181704,ENSMUSG00000021139
ENSG00000170545,ENSMUSG00000094328
ENSG00000121310,ENSMUSG00000059981
ENSG00000102081,ENSMUSG00000053510
ENSG00000172236,ENSMUSG00000042292
ENSG00000181619,ENSMUSG00000070939
ENSG00000115839,ENSMUSG00000037190
ENSG00000284622,ENSMUSG00000093920
ENSG00000287363,ENSMUSG00000097993
ENSG00000134020,ENSMUSG00000032021
ENSG00000236699,ENSMUSG00000029007
ENSG00000104413,ENSMUSG00000058523
ENSG00000180596,ENSMUSG00000028217
ENSG00000095539,ENSMUSG00000007603
ENSG00000134242,ENSMUSG00000027489
ENSG00000129484,ENSMUSG00000002803
ENSG00000125703,ENSMUSG00000073944
ENSG00000156983,ENSMUSG00000056600
ENSG00000177868,ENSMUSG00000035215
ENSG00000178685,ENSMUSG00000004356
ENSG00000177954,ENSMUSG00000015441
ENSG00000236287,ENSMUSG00000063457
ENSG00000187848,ENSMUSG00000041488
ENSG00000165164,ENSMUSG00000026163
ENSG00000174957,ENSMUSG00000030170
ENSG00000187170,ENSMUSG00000046519
ENSG00000177613,ENSMUSG00000079116
ENSG00000204595,ENSMUSG00000027699
ENSG00000144043,ENSMUSG00000028266
ENSG00000178252,ENSMUSG00000050023
ENSG00000165185,ENSMUSG00000035021
ENSG00000226979,ENSMUSG00000109392
ENSG00000137860,ENSMUSG00000037275
ENSG00000254999,ENSMUSG00000037406
ENSG00000241598,ENSMUSG00000059588
ENSG00000100314,ENSMUSG00000036661
ENSG00000171864,ENSMUSG00000001558
ENSG00000122882,ENSMUSG00000032194
ENSG00000155792,ENSMUSG00000042800
ENSG00000186207,ENSMUSG00000047197
ENSG00000235780,ENSMUSG00000096468
ENSG00000167614,ENSMUSG00000097328
ENSG00000271425,ENSMUSG00000062014
ENSG00000146904,ENSMUSG00000036825
ENSG00000197437,ENSMUSG00000020010
ENSG00000138686,ENSMUSG00000041044
ENSG00000100362,ENSMUSG00000071637
ENSG00000141580,ENSMUSG00000102312
ENSG00000184451,ENSMUSG00000028789
ENSG00000213585,ENSMUSG00000010362
ENSG00000214642,ENSMUSG00000001054
ENSG00000111328,ENSMUSG00000097972
ENSG00000189409,ENSMUSG00000039205
ENSG00000139291,ENSMUSG00000006221
ENSG00000197849,ENSMUSG00000032087
ENSG00000085276,ENSMUSG00000013833
ENSG00000249115,ENSMUSG00000070527
ENSG00000135686,ENSMUSG00000029816
ENSG00000110060,ENSMUSG00000078626
ENSG00000221829,ENSMUSG00000051627
ENSG00000243910,ENSMUSG00000069816
ENSG00000141837,ENSMUSG00000024456
ENSG00000141200,ENSMUSG00000034913
ENSG00000101180,ENSMUSG00000024136
ENSG00000166448,ENSMUSG00000031372
ENSG00000126756,ENSMUSG00000032369
ENSG00000173786,ENSMUSG00000099782
ENSG00000076984,ENSMUSG00000073491
ENSG00000204482,ENSMUSG00000032436
ENSG00000100142,ENSMUSG00000036655
ENSG00000160294,ENSMUSG00000003235
ENSG00000197953,ENSMUSG00000071000
ENSG00000106128,ENSMUSG00000016256
ENSG00000179091,ENSMUSG00000020361
ENSG00000213190,ENSMUSG00000067860
ENSG00000137601,ENSMUSG00000033373
ENSG00000186788,ENSMUSG00000039097
ENSG00000197540,ENSMUSG00000069873
ENSG00000140297,ENSMUSG00000096283
ENSG00000119523,ENSMUSG00000095082
ENSG00000197646,ENSMUSG00000079426
ENSG00000171759,ENSMUSG00000075289
ENSG00000135736,ENSMUSG00000018599
ENSG00000186288,ENSMUSG00000103243
ENSG00000162521,ENSMUSG00000036958
ENSG00000119718,ENSMUSG00000041736
ENSG00000105499,ENSMUSG00000040025
ENSG00000135090,ENSMUSG00000019951
ENSG00000143842,ENSMUSG00000006369
ENSG00000114019,ENSMUSG00000022595
ENSG00000188171,ENSMUSG00000019876
ENSG00000133937,ENSMUSG00000079343
ENSG00000142910,ENSMUSG00000026566
ENSG00000090539,ENSMUSG00000020134
ENSG00000127249,ENSMUSG00000041354
ENSG00000181433,ENSMUSG00000042717
ENSG00000019186,ENSMUSG00000033278
ENSG00000111679,ENSMUSG00000057050
ENSG00000114405,ENSMUSG00000020451
ENSG00000143061,ENSMUSG00000038459
ENSG00000162368,ENSMUSG00000032033
ENSG00000070770,ENSMUSG00000072875
ENSG00000016490,ENSMUSG00000090710
ENSG00000251664,ENSMUSG00000032035
ENSG00000141556,ENSMUSG00000015342
ENSG00000219607,ENSMUSG00000079020
ENSG00000108055,ENSMUSG00000020419
ENSG00000162430,ENSMUSG00000032401
ENSG00000184983,ENSMUSG00000056763
ENSG00000184898,ENSMUSG00000032478
ENSG00000082516,ENSMUSG00000095241
ENSG00000135679,ENSMUSG00000025545
ENSG00000105699,ENSMUSG00000049648
ENSG00000144468,ENSMUSG00000026420
ENSG00000122034,ENSMUSG00000024182
ENSG00000204392,ENSMUSG00000059005
ENSG00000189134,ENSMUSG00000031595
ENSG00000131059,ENSMUSG00000032773
ENSG00000242220,ENSMUSG00000095363
ENSG00000189056,ENSMUSG00000061607
ENSG00000137463,ENSMUSG00000062713
ENSG00000162928,ENSMUSG00000034371
ENSG00000182477,ENSMUSG00000037820
ENSG00000072080,ENSMUSG00000001517
ENSG00000135974,ENSMUSG00000029126
ENSG00000170734,ENSMUSG00000026750
ENSG00000111215,ENSMUSG00000073155
ENSG00000196814,ENSMUSG00000091967
ENSG00000114473,ENSMUSG00000039934
ENSG00000075426,ENSMUSG00000030870
ENSG00000079308,ENSMUSG00000024501
ENSG00000059758,ENSMUSG00000094806
ENSG00000292363,ENSMUSG00000092470
ENSG00000122224,ENSMUSG00000021606
ENSG00000197170,ENSMUSG00000073876
ENSG00000189377,ENSMUSG00000041608
ENSG00000250571,ENSMUSG00000041578
ENSG00000006704,ENSMUSG00000054568
ENSG00000165496,ENSMUSG00000021209
ENSG00000143631,ENSMUSG00000057596
ENSG00000174989,ENSMUSG00000024513
ENSG00000125962,ENSMUSG00000043298
ENSG00000103175,ENSMUSG00000054889
ENSG00000204897,ENSMUSG00000038215
ENSG00000164054,ENSMUSG00000073975
ENSG00000131015,ENSMUSG00000057060
ENSG00000113494,ENSMUSG00000042557
ENSG00000156515,ENSMUSG00000022219
ENSG00000164434,ENSMUSG00000020899
ENSG00000198589,ENSMUSG00000003228
ENSG00000184117,ENSMUSG00000021322
ENSG00000293600,ENSMUSG00000030246
ENSG00000231887,ENSMUSG00000029713
ENSG00000114204,ENSMUSG00000054716
ENSG00000284701,ENSMUSG00000004661
ENSG00000160948,ENSMUSG00000027224
ENSG00000132182,ENSMUSG00000039683
ENSG00000087266,ENSMUSG00000033615
ENSG00000170166,ENSMUSG00000021998
ENSG00000075886,ENSMUSG00000054708
ENSG00000142528,ENSMUSG00000059602
ENSG00000185262,ENSMUSG00000039501
ENSG00000086475,ENSMUSG00000037503
ENSG00000139269,ENSMUSG00000094298
ENSG00000128944,ENSMUSG00000063275
ENSG00000185359,ENSMUSG00000030879
ENSG00000178363,ENSMUSG00000040841
ENSG00000196357,ENSMUSG00000027490
ENSG00000110768,ENSMUSG00000073131
ENSG00000105355,ENSMUSG00000032549
ENSG00000180934,ENSMUSG00000027810
ENSG00000011028,ENSMUSG00000032232
ENSG00000186943,ENSMUSG00000079386
ENSG00000148123,ENSMUSG00000021607
ENSG00000197617,ENSMUSG00000048310
ENSG00000101438,ENSMUSG00000028033
ENSG00000146678,ENSMUSG00000092008
ENSG00000166526,ENSMUSG00000028758
ENSG00000101323,ENSMUSG00000042414
ENSG00000169509,ENSMUSG00000073896
ENSG00000162236,ENSMUSG00000101389
ENSG00000167565,ENSMUSG00000078937
ENSG00000157870,ENSMUSG00000099900
ENSG00000164338,ENSMUSG00000063235
ENSG00000188783,ENSMUSG00000031438
ENSG00000110172,ENSMUSG00000029149
ENSG00000138642,ENSMUSG00000027327
ENSG00000149633,ENSMUSG00000031728
ENSG00000138738,ENSMUSG00000039106
ENSG00000174206,ENSMUSG00000072946
ENSG00000115159,ENSMUSG00000022951
ENSG00000099864,ENSMUSG00000074682
ENSG00000162572,ENSMUSG00000050232
ENSG00000163006,ENSMUSG00000029026
ENSG00000142632,ENSMUSG00000049804
ENSG00000073614,ENSMUSG00000047921
ENSG00000143199,ENSMUSG00000045092
ENSG00000100596,ENSMUSG00000090539
ENSG00000180257,ENSMUSG00000094985
ENSG00000119922,ENSMUSG00000091771
ENSG00000129744,ENSMUSG00000034773
ENSG00000177889,ENSMUSG00000039646
ENSG00000184056,ENSMUSG00000064370
ENSG00000180061,ENSMUSG00000075105
ENSG00000121446,ENSMUSG00000002100
ENSG00000188010,ENSMUSG00000054793
ENSG00000169900,ENSMUSG00000026958
ENSG00000184905,ENSMUSG00000034574
ENSG00000130787,ENSMUSG00000019834
ENSG00000278463,ENSMUSG00000040441
ENSG00000170820,ENSMUSG00000038705
ENSG00000163959,ENSMUSG00000079531
ENSG00000162641,ENSMUSG00000023015
ENSG00000172318,ENSMUSG00000030319
ENSG00000115884,ENSMUSG00000018727
ENSG00000006652,ENSMUSG00000052182
ENSG00000184659,ENSMUSG00000052821
ENSG00000143469,ENSMUSG00000108167
ENSG00000181104,ENSMUSG00000039000
ENSG00000132388,ENSMUSG00000048284
ENSG00000152475,ENSMUSG00000020720
ENSG00000276903,ENSMUSG00000012350
ENSG00000164978,ENSMUSG00000079388
ENSG00000111701,ENSMUSG00000039116
ENSG00000100399,ENSMUSG00000078998
ENSG00000152520,ENSMUSG00000046321
ENSG00000188771,ENSMUSG00000020386
ENSG00000153684,ENSMUSG00000081225
ENSG00000204356,ENSMUSG00000079794
ENSG00000189057,ENSMUSG00000009628
ENSG00000170891,ENSMUSG00000026983
ENSG00000188959,ENSMUSG00000039092
ENSG00000095981,ENSMUSG00000023988
ENSG00000205777,ENSMUSG00000066037
ENSG00000160741,ENSMUSG00000029838
ENSG00000112697,ENSMUSG00000095143
ENSG00000105717,ENSMUSG00000068506
ENSG00000123908,ENSMUSG00000021816
ENSG00000198873,ENSMUSG00000047146
ENSG00000079332,ENSMUSG00000087385
ENSG00000167105,ENSMUSG00000020823
ENSG00000144218,ENSMUSG00000046811
ENSG00000177023,ENSMUSG00000035697
ENSG00000044574,ENSMUSG00000021953
ENSG00000138835,ENSMUSG00000040865
ENSG00000147099,ENSMUSG00000024646
ENSG00000120498,ENSMUSG00000042869
ENSG00000082068,ENSMUSG00000033960
ENSG00000125731,ENSMUSG00000028707
ENSG00000178021,ENSMUSG00000025464
ENSG00000104835,ENSMUSG00000027843
ENSG00000067113,ENSMUSG00000019762
ENSG00000167526,ENSMUSG00000030188
ENSG00000169180,ENSMUSG00000004698
ENSG00000092421,ENSMUSG00000028028
ENSG00000172239,ENSMUSG00000048281
ENSG00000153560,ENSMUSG00000026645
ENSG00000110497,ENSMUSG00000039632
ENSG00000186143,ENSMUSG00000069825
ENSG00000105223,ENSMUSG00000073424
ENSG00000204918,ENSMUSG00000051375
ENSG00000168309,ENSMUSG00000048483
ENSG00000167910,ENSMUSG00000040434
ENSG00000110442,ENSMUSG00000015337
ENSG00000160310,ENSMUSG00000015090
ENSG00000164458,ENSMUSG00000062421
ENSG00000143222,ENSMUSG00000022391
ENSG00000168703,ENSMUSG00000039114
ENSG00000152154,ENSMUSG00000022151
ENSG00000012232,ENSMUSG00000031176
ENSG00000155090,ENSMUSG00000020718
ENSG00000184617,ENSMUSG00000105867
ENSG00000123610,ENSMUSG00000022668
ENSG00000183644,ENSMUSG00000046634
ENSG00000075292,ENSMUSG00000017667
ENSG00000204021,ENSMUSG00000047352
ENSG00000154822,ENSMUSG00000025870
ENSG00000107562,ENSMUSG00000003863
ENSG00000165028,ENSMUSG00000038039
ENSG00000108588,ENSMUSG00000025288
ENSG00000173198,ENSMUSG00000032783
ENSG00000112796,ENSMUSG00000034928
ENSG00000167139,ENSMUSG00000022912
ENSG00000174547,ENSMUSG00000078922
ENSG00000159882,ENSMUSG00000038025
ENSG00000268902,ENSMUSG00000039057
ENSG00000186007,ENSMUSG00000078506
ENSG00000162139,ENSMUSG00000001942
ENSG00000228623,ENSMUSG00000033014
ENSG00000115289,ENSMUSG00000072082
ENSG00000115590,ENSMUSG00000002948
ENSG00000180801,ENSMUSG00000074240
ENSG00000169288,ENSMUSG00000001334
ENSG00000189001,ENSMUSG00000095362
ENSG00000185480,ENSMUSG00000035273
ENSG00000277161,ENSMUSG00000011096
ENSG00000126790,ENSMUSG00000029551
ENSG00000005893,ENSMUSG00000063558
ENSG00000197063,ENSMUSG00000029860
ENSG00000131142,ENSMUSG00000030682
ENSG00000010292,ENSMUSG00000024528
ENSG00000181790,ENSMUSG00000068817
ENSG00000105205,ENSMUSG00000040455
ENSG00000105221,ENSMUSG00000032125
ENSG00000214940,ENSMUSG00000031710
ENSG00000221916,ENSMUSG00000060992
ENSG00000198182,ENSMUSG00000048197
ENSG00000205846,ENSMUSG00000025573
ENSG00000183153,ENSMUSG00000018844
ENSG00000022840,ENSMUSG00000074657
ENSG00000132170,ENSMUSG00000054150
ENSG00000134138,ENSMUSG00000027775
ENSG00000204956,ENSMUSG00000028527
ENSG00000144749,ENSMUSG00000038759
ENSG00000112742,ENSMUSG00000010142
ENSG00000130695,ENSMUSG00000031862
ENSG00000105676,ENSMUSG00000027744
ENSG00000002933,ENSMUSG00000058743
ENSG00000166342,ENSMUSG00000004263
ENSG00000274252,ENSMUSG00000026312
ENSG00000186815,ENSMUSG00000046223
ENSG00000115464,ENSMUSG00000075161
ENSG00000163702,ENSMUSG00000075046
ENSG00000154330,ENSMUSG00000029280
ENSG00000135953,ENSMUSG00000079594
ENSG00000103274,ENSMUSG00000086598
ENSG00000131910,ENSMUSG00000031608
ENSG00000181023,ENSMUSG00000019992
ENSG00000131771,ENSMUSG00000029851
ENSG00000154143,ENSMUSG00000018547
ENSG00000135446,ENSMUSG00000045551
ENSG00000131096,ENSMUSG00000032834
ENSG00000198440,ENSMUSG00000048752
ENSG00000126767,ENSMUSG00000048486
ENSG00000154719,ENSMUSG00000008813
ENSG00000159289,ENSMUSG00000024962
ENSG00000170345,ENSMUSG00000025935
ENSG00000102794,ENSMUSG00000028555
ENSG00000104643,ENSMUSG00000052040
ENSG00000180855,ENSMUSG00000056509
ENSG00000214029,ENSMUSG00000020496
ENSG00000142444,ENSMUSG00000055239
ENSG00000171204,ENSMUSG00000072763
ENSG00000126107,ENSMUSG00000026279
ENSG00000153956,ENSMUSG00000060303
ENSG00000184047,ENSMUSG00000038696
ENSG00000121060,ENSMUSG00000060183
ENSG00000176994,ENSMUSG00000094898
ENSG00000185158,ENSMUSG00000052423
ENSG00000215156,ENSMUSG00000021176
ENSG00000007541,ENSMUSG00000040738
ENSG00000269404,ENSMUSG00000091204
ENSG00000151208,ENSMUSG00000102543
ENSG00000204505,ENSMUSG00000047388
ENSG00000187147,ENSMUSG00000051118
ENSG00000170264,ENSMUSG00000070814
ENSG00000275722,ENSMUSG00000034278
ENSG00000144677,ENSMUSG00000005354
ENSG00000183283,ENSMUSG00000034041
ENSG00000141664,ENSMUSG00000045883
ENSG00000087903,ENSMUSG00000021007
ENSG00000164002,ENSMUSG00000023092
ENSG00000134717,ENSMUSG00000096846
ENSG00000164972,ENSMUSG00000074678
ENSG00000184178,ENSMUSG00000041058
ENSG00000109881,ENSMUSG00000022773
ENSG00000126460,ENSMUSG00000024589
ENSG00000173418,ENSMUSG00000020700
ENSG00000173597,ENSMUSG00000021819
ENSG00000205649,ENSMUSG00000012535
ENSG00000176658,ENSMUSG00000031328
ENSG00000118263,ENSMUSG00000000563
ENSG00000117322,ENSMUSG00000004473
ENSG00000175215,ENSMUSG00000009734
ENSG00000143952,ENSMUSG00000006764
ENSG00000242550,ENSMUSG00000031386
ENSG00000126215,ENSMUSG00000037747
ENSG00000146425,ENSMUSG00000032921
ENSG00000106078,ENSMUSG00000000346
ENSG00000197183,ENSMUSG00000069830
ENSG00000185634,ENSMUSG00000032311
ENSG00000197579,ENSMUSG00000038599
ENSG00000157916,ENSMUSG00000052565
ENSG00000146021,ENSMUSG00000030521
ENSG00000108961,ENSMUSG00000024556
ENSG00000213927,ENSMUSG00000002326
ENSG00000173588,ENSMUSG00000022020
ENSG00000182636,ENSMUSG00000074594
ENSG00000196591,ENSMUSG00000043073
ENSG00000187862,ENSMUSG00000063681
ENSG00000115112,ENSMUSG00000025754
ENSG00000180537,ENSMUSG00000020078
ENSG00000167632,ENSMUSG00000033016
ENSG00000264424,ENSMUSG00000057672
ENSG00000163541,ENSMUSG00000023953
ENSG00000117859,ENSMUSG00000095028
ENSG00000134262,ENSMUSG00000005370
ENSG00000140153,ENSMUSG00000107822
ENSG00000143793,ENSMUSG00000026817
ENSG00000188747,ENSMUSG00000063522
ENSG00000100739,ENSMUSG00000079523
ENSG00000180264,ENSMUSG00000075143
ENSG00000160445,ENSMUSG00000033021
ENSG00000256977,ENSMUSG00000043716
ENSG00000187186,ENSMUSG00000096228
ENSG00000112941,ENSMUSG00000034617
ENSG00000198542,ENSMUSG00000069307
ENSG00000143373,ENSMUSG00000042817
ENSG00000083290,ENSMUSG00000075330
ENSG00000174640,ENSMUSG00000087230
ENSG00000203852,ENSMUSG00000108981
ENSG00000173868,ENSMUSG00000095578
ENSG00000100196,ENSMUSG00000089943
ENSG00000071537,ENSMUSG00000039048
ENSG00000171989,ENSMUSG00000048516
ENSG00000178233,ENSMUSG00000030167
ENSG00000213316,ENSMUSG00000063659
ENSG00000169862,ENSMUSG00000079497
ENSG00000113749,ENSMUSG00000001583
ENSG00000204700,ENSMUSG00000030960
ENSG00000101216,ENSMUSG00000022463
ENSG00000198021,ENSMUSG00000059654
ENSG00000184811,ENSMUSG00000054452
ENSG00000161547,ENSMUSG00000001985
ENSG00000134802,ENSMUSG00000064023
ENSG00000146700,ENSMUSG00000096209
ENSG00000047578,ENSMUSG00000078518
ENSG00000123933,ENSMUSG00000020841
ENSG00000083838,ENSMUSG00000061296
ENSG00000274618,ENSMUSG00000094295
ENSG00000175329,ENSMUSG00000070305
ENSG00000145826,ENSMUSG00000075383
ENSG00000141965,ENSMUSG00000031553
ENSG00000095370,ENSMUSG00000022993
ENSG00000110080,ENSMUSG00000032333
ENSG00000166603,ENSMUSG00000048806
ENSG00000101445,ENSMUSG00000003420
ENSG00000162975,ENSMUSG00000024085
ENSG00000154736,ENSMUSG00000078656
ENSG00000063245,ENSMUSG00000030216
ENSG00000113905,ENSMUSG00000055602
ENSG00000146963,ENSMUSG00000063870
ENSG00000126524,ENSMUSG00000001687
ENSG00000120729,ENSMUSG00000042804
ENSG00000267680,ENSMUSG00000024810
ENSG00000054523,ENSMUSG00000066361
ENSG00000077935,ENSMUSG00000021149
ENSG00000185043,ENSMUSG00000021070
ENSG00000121797,ENSMUSG00000029752
ENSG00000116032,ENSMUSG00000061195
ENSG00000111676,ENSMUSG00000036887
ENSG00000243729,ENSMUSG00000029369
ENSG00000197006,ENSMUSG00000032621
ENSG00000166183,ENSMUSG00000049717
ENSG00000010327,ENSMUSG00000005320
ENSG00000090061,ENSMUSG00000042079
ENSG00000254866,ENSMUSG00000090688
ENSG00000185046,ENSMUSG00000028478
ENSG00000169375,ENSMUSG00000029828
ENSG00000171456,ENSMUSG00000010045
ENSG00000153885,ENSMUSG00000086596
ENSG00000149599,ENSMUSG00000095463
ENSG00000140254,ENSMUSG00000032867
ENSG00000143412,ENSMUSG00000022394
ENSG00000233381,ENSMUSG00000066108
ENSG00000167889,ENSMUSG00000044986
ENSG00000205929,ENSMUSG00000015790
ENSG00000136213,ENSMUSG00000020168
ENSG00000114988,ENSMUSG00000021773
ENSG00000168061,ENSMUSG00000048732
ENSG00000173269,ENSMUSG00000030353
ENSG00000101336,ENSMUSG00000028879
ENSG00000136908,ENSMUSG00000004446
ENSG00000162989,ENSMUSG00000020514
ENSG00000173208,ENSMUSG00000054717
ENSG00000100104,ENSMUSG00000014778
ENSG00000204702,ENSMUSG00000034463
ENSG00000241635,ENSMUSG00000031148
ENSG00000168884,ENSMUSG00000033210
ENSG00000108587,ENSMUSG00000025083
ENSG00000158042,ENSMUSG00000040287
ENSG00000198431,ENSMUSG00000055296
ENSG00000167619,ENSMUSG00000055555
ENSG00000143507,ENSMUSG00000066510
ENSG00000138185,ENSMUSG00000029526
ENSG00000100348,ENSMUSG00000027596
ENSG00000121716,ENSMUSG00000025521
ENSG00000171004,ENSMUSG00000040569
ENSG00000205795,ENSMUSG00000043090
ENSG00000196873,ENSMUSG00000054320
ENSG00000137497,ENSMUSG00000032593
ENSG00000118855,ENSMUSG00000030105
ENSG00000179934,ENSMUSG00000057147
ENSG00000104728,ENSMUSG00000041805
ENSG00000158604,ENSMUSG00000041548
ENSG00000188883,ENSMUSG00000040242
ENSG00000130559,ENSMUSG00000041538
ENSG00000143164,ENSMUSG00000040990
ENSG00000065357,ENSMUSG00000026589
